Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,,,
Serie A,Temporada2020,Jornada 14,Lecce,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 14,Udinese,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 14,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 14,Genoa,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2020,Jornada 14,SPAL,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 14,Brescia,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 15,Inter,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 15,Juventus,0,1,3,"-0,1354624","0,1758248","0,7664422"
Serie A,Temporada2020,Jornada 15,Lazio,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2020,Jornada 15,Cagliari,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 15,Roma,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 15,Atalanta,0,1,3,"-0,1354624","0,1758248","0,7664422"
Serie A,Temporada2020,Jornada 15,Napoli,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 15,Parma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 15,Torino,1,1,1,"-0,2662949","0,3066573","0,8972747"
Serie A,Temporada2020,Jornada 15,Milan,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2020,Jornada 15,Sassuolo,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 15,Hellas Verona,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 15,Bologna,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 15,Fiorentina,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 15,Lecce,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 15,Udinese,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 15,Sampdoria,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2020,Jornada 15,Genoa,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 15,Brescia,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 15,SPAL,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 16,Inter,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 16,Juventus,1,0,6,"0,2187403","-0,1783779","0,4122395"
Serie A,Temporada2020,Jornada 16,Lazio,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2020,Jornada 16,Roma,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2020,Jornada 16,Cagliari,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 16,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 16,Parma,0,1,1,"-0,2228556","0,263218","0,8538354"
Serie A,Temporada2020,Jornada 16,Napoli,1,1,2,"-0,2225983","0,2629607","0,8535781"
Serie A,Temporada2020,Jornada 16,Torino,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 16,Milan,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2020,Jornada 16,Sassuolo,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 16,Bologna,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 16,Hellas Verona,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 16,Fiorentina,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 16,Lecce,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 16,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 16,Udinese,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2020,Jornada 16,Brescia,0,1,2,"-0,179159","0,2195214","0,8101388"
Serie A,Temporada2020,Jornada 16,Genoa,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2020,Jornada 16,SPAL,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 17,Inter,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 17,Juventus,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 17,Lazio,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 17,Roma,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 17,Atalanta,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 17,Cagliari,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 17,Parma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 17,Napoli,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 17,Bologna,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 17,Torino,1,1,2,"-0,2225983","0,2629607","0,8535781"
Serie A,Temporada2020,Jornada 17,Milan,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 17,Hellas Verona,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 17,Sassuolo,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2020,Jornada 17,Udinese,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 17,Fiorentina,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 17,Lecce,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2020,Jornada 17,Sampdoria,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2020,Jornada 17,Brescia,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 17,SPAL,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 17,Genoa,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 18,Inter,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 18,Juventus,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 18,Lazio,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 18,Roma,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2020,Jornada 18,Atalanta,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 18,Cagliari,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2020,Jornada 18,Parma,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 18,Napoli,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 18,Torino,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 18,Hellas Verona,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 18,Bologna,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 18,Milan,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 18,Udinese,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 18,Sassuolo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 18,Fiorentina,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 18,Sampdoria,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2020,Jornada 18,Lecce,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 18,Brescia,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 18,Genoa,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2020,Jornada 18,SPAL,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2020,Jornada 19,Juventus,1,1,0,"-0,3099915","0,3503539","0,9409713"
Serie A,Temporada2020,Jornada 19,Inter,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 19,Lazio,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 19,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 19,Roma,0,1,0,"-0,2665522","0,3069146","0,897532"
Serie A,Temporada2020,Jornada 19,Cagliari,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 19,Parma,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 19,Torino,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 19,Hellas Verona,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 19,Milan,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 19,Napoli,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 19,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 19,Bologna,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 19,Fiorentina,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 19,Sassuolo,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2020,Jornada 19,Sampdoria,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 19,Lecce,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 19,Genoa,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 19,Brescia,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 19,SPAL,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 20,Juventus,1,1,1,"-0,2662949","0,3066573","0,8972747"
Serie A,Temporada2020,Jornada 20,Inter,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 20,Lazio,2,1,2,"-0,2660376","0,3064","0,8970174"
Serie A,Temporada2020,Jornada 20,Roma,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 20,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 20,Cagliari,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2020,Jornada 20,Parma,0,1,1,"-0,2228556","0,263218","0,8538354"
Serie A,Temporada2020,Jornada 20,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 20,Hellas Verona,1,1,1,"-0,2662949","0,3066573","0,8972747"
Serie A,Temporada2020,Jornada 20,Torino,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 20,Napoli,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 20,Bologna,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 20,Fiorentina,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 20,Udinese,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2020,Jornada 20,Sassuolo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 20,Sampdoria,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 20,Lecce,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 20,SPAL,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 20,Brescia,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 20,Genoa,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 21,Juventus,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 21,Inter,2,1,3,"-0,222341","0,2627034","0,8533208"
Serie A,Temporada2020,Jornada 21,Lazio,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 21,Roma,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 21,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 21,Cagliari,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 21,Parma,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 21,Milan,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 21,Hellas Verona,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 21,Napoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 21,Bologna,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 21,Torino,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 21,Fiorentina,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 21,Udinese,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2020,Jornada 21,Sassuolo,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2020,Jornada 21,Sampdoria,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2020,Jornada 21,Lecce,1,1,1,"-0,2662949","0,3066573","0,8972747"
Serie A,Temporada2020,Jornada 21,SPAL,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2020,Jornada 21,Genoa,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 21,Brescia,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 22,Juventus,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 22,Inter,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2020,Jornada 22,Lazio,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 22,Atalanta,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 22,Roma,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2020,Jornada 22,Cagliari,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 22,Parma,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 22,Milan,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 22,Hellas Verona,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 22,Napoli,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 22,Bologna,1,1,3,"-0,1789017","0,2192641","0,8098815"
Serie A,Temporada2020,Jornada 22,Torino,1,1,3,"-0,1789017","0,2192641","0,8098815"
Serie A,Temporada2020,Jornada 22,Sassuolo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 22,Fiorentina,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 22,Udinese,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 22,Sampdoria,0,1,1,"-0,2228556","0,263218","0,8538354"
Serie A,Temporada2020,Jornada 22,Lecce,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2020,Jornada 22,Genoa,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 22,Brescia,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2020,Jornada 22,SPAL,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2020,Jornada 23,Inter,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 23,Juventus,0,1,0,"-0,2665522","0,3069146","0,897532"
Serie A,Temporada2020,Jornada 23,Lazio,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2020,Jornada 23,Atalanta,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 23,Roma,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 23,Hellas Verona,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 23,Bologna,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 23,Cagliari,2,1,1,"-0,3097342","0,3500966","0,940714"
Serie A,Temporada2020,Jornada 23,Parma,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 23,Milan,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 23,Napoli,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2020,Jornada 23,Sassuolo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 23,Torino,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 23,Fiorentina,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 23,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 23,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 23,Lecce,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2020,Jornada 23,Genoa,1,1,2,"-0,2225983","0,2629607","0,8535781"
Serie A,Temporada2020,Jornada 23,Brescia,0,1,3,"-0,1354624","0,1758248","0,7664422"
Serie A,Temporada2020,Jornada 23,SPAL,0,1,2,"-0,179159","0,2195214","0,8101388"
Serie A,Temporada2020,Jornada 24,Juventus,1,1,4,"-0,1352051","0,1755675","0,7661849"
Serie A,Temporada2020,Jornada 24,Lazio,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 24,Inter,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 24,Atalanta,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 24,Roma,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2020,Jornada 24,Hellas Verona,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 24,Parma,1,1,2,"-0,2225983","0,2629607","0,8535781"
Serie A,Temporada2020,Jornada 24,Milan,1,1,2,"-0,2225983","0,2629607","0,8535781"
Serie A,Temporada2020,Jornada 24,Napoli,1,0,6,"0,2187403","-0,1783779","0,4122395"
Serie A,Temporada2020,Jornada 24,Bologna,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 24,Cagliari,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 24,Sassuolo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 24,Fiorentina,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 24,Torino,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 24,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 24,Lecce,1,1,2,"-0,2225983","0,2629607","0,8535781"
Serie A,Temporada2020,Jornada 24,Sampdoria,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 24,Genoa,1,1,3,"-0,1789017","0,2192641","0,8098815"
Serie A,Temporada2020,Jornada 24,Brescia,0,1,4,"-0,0917658","0,1321282","0,7227456"
Serie A,Temporada2020,Jornada 24,SPAL,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 25,Juventus,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 25,Lazio,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 25,Inter,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 25,Atalanta,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2020,Jornada 25,Roma,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 25,Hellas Verona,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 25,Napoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 25,Parma,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 25,Milan,1,1,3,"-0,1789017","0,2192641","0,8098815"
Serie A,Temporada2020,Jornada 25,Bologna,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 25,Cagliari,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2020,Jornada 25,Sassuolo,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2020,Jornada 25,Fiorentina,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 25,Torino,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 25,Udinese,0,1,0,"-0,2665522","0,3069146","0,897532"
Serie A,Temporada2020,Jornada 25,Lecce,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 25,Sampdoria,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 25,Genoa,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 25,Brescia,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 25,SPAL,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 26,Juventus,1,1,4,"-0,1352051","0,1755675","0,7661849"
Serie A,Temporada2020,Jornada 26,Lazio,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 26,Inter,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 26,Atalanta,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 26,Roma,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 26,Napoli,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 26,Hellas Verona,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2020,Jornada 26,Parma,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 26,Milan,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2020,Jornada 26,Bologna,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 26,Cagliari,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2020,Jornada 26,Sassuolo,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2020,Jornada 26,Fiorentina,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 26,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 26,Torino,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 26,Sampdoria,0,0,7,"0,3058762","-0,2655138","0,3251036"
Serie A,Temporada2020,Jornada 26,Genoa,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 26,Lecce,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 26,SPAL,1,1,3,"-0,1789017","0,2192641","0,8098815"
Serie A,Temporada2020,Jornada 26,Brescia,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2020,Jornada 27,Juventus,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2020,Jornada 27,Lazio,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2020,Jornada 27,Inter,2,0,7,"0,2189976","-0,1786352","0,4119822"
Serie A,Temporada2020,Jornada 27,Atalanta,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 27,Roma,1,0,7,"0,2624369","-0,2220745","0,3685429"
Serie A,Temporada2020,Jornada 27,Napoli,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2020,Jornada 27,Parma,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2020,Jornada 27,Milan,1,1,3,"-0,1789017","0,2192641","0,8098815"
Serie A,Temporada2020,Jornada 27,Hellas Verona,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 27,Cagliari,3,1,4,"-0,2220837","0,2624461","0,8530635"
Serie A,Temporada2020,Jornada 27,Bologna,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2020,Jornada 27,Sassuolo,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2020,Jornada 27,Fiorentina,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2020,Jornada 27,Torino,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2020,Jornada 27,Udinese,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2020,Jornada 27,Sampdoria,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2020,Jornada 27,Genoa,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2020,Jornada 27,Lecce,0,1,5,"-0,0480692","0,0884316","0,679049"
Serie A,Temporada2020,Jornada 27,SPAL,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2020,Jornada 27,Brescia,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2020,Jornada 28,Juventus,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2020,Jornada 28,Lazio,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2020,Jornada 28,Inter,2,0,6,"0,175301","-0,1349386","0,4556788"
Serie A,Temporada2020,Jornada 28,Atalanta,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2020,Jornada 28,Roma,0,0,6,"0,2621796","-0,2218172","0,3688002"
